Speaker,Dialogue
frank,"You hide out poolside and send your girlfriend and a total stranger to face the murderers who are after you? Not much of a tough guy, are you?"
ackerman,That goddamn fool.
goyal,What do we do with him?
ackerman,Throw him in the lagoon.
frank,Cara!
agent,Ok Signor... you can come with us now.
ackerman,Please...
frank,It's borrowed.
ackerman,It's a good fit.
frank,Unfortunately.
ackerman,You have a vivid imagination.
frank,I haven't needed it lately.
ackerman,I know that.
frank,Since when?
ackerman,Since the beginning.
frank,How...?
ackerman,Come. I want to show you something Frank.
ackerman, Pull up the CID Academy graduating
frank,You?
ackerman,Take a look at the second row.
frank,Cara...
ackerman,We've been watching you this entire time.
frank, You saw those men try to kill me and you didn't intervene?
ackerman,I'm trying to apprehend a major criminal. I'm not a babysitter.
frank,I want to speak with somebody at the American Embassy. I'm going to tell them that you and your undercover officer knowingly and recklessly endangered the life of an American citizen! Let's see what my government has to say about that!
jones,"We're aware of the situation, Mr. Taylor. But we take a long view of these things... fortunately you are unhurt..."
frank,Then I'll go to the press. I'll tell the entire story to the New York Times.
ackerman, No.   I don't think you'll do that.
frank,Why not?
ackerman,Because I don't think you want to see Cara's entire career destroyed.
ackerman,Women like Cara don't come along very often.
frank,"In my case, they don't come along at all."
ackerman,She's the worst combination: stunning looks and a brilliant mind.
frank,"If she's so smart, how did she get caught up with Pearce?"
ackerman,It started out as a straightforward placement...
ackerman,She was no longer with us.   She was with him.
frank,Then why are you still using her?
ackerman,"She's all I have, Mr. Taylor."
frank,You think she'll turn him in this time?
ackerman,I don't know.
frank,"It's not just me, is it?"
cara,Have you got him?
ackerman,You mean the idiot who ruined our operation?
cara,Have you got him?
ackerman,Yes.
cara,It's your own fault. We never should have endangered a civilian. You should have put an agent into place.
ackerman,There was no time. Besides Pearce is too smart for that; he would have spotted the agent a mile away.
cara,He didn't spot me.
ackerman,Apparently he didn't have to.
cara,What makes you think he didn't?
ackerman,"Okay everybody, listen up."
jones,Pearce's own villa? Why would he risk going back there? He must know we'd be watching.
jean luc,Perhaps he's nostalgic.
ackerman,I doubt that. Maybe there's something of value still there. He left in a hurry after all.
jones,Call in a search team.
ackerman,"We searched the place after the raid last year. If there's anything hidden there, only Pearce knows where it is."
frank,"If you're all around his house, will he show up?"
ackerman,"If I needed your advice Mr. Taylor, I'd ask."
cara,Come in.
frank,I'm sorry.
cara,It's okay.   Come over here.    I need your help.
frank,Ackerman told me everything.
cara,I'm sorry Frank.
frank,There's no apology necessary.
cara, How do I look?
frank,Like the most beautiful woman on earth.
cara,When will you go home?
frank,Ackerman asked me to stay with the surveillance team in case the thugs who came after me at the Danieli show up. I'm the only one who can identify them.
cara, I told him to make sure you were safe until this was over.
frank,You shouldn't worry about me. What about you?
cara,What about me?
frank,What are you going to do?
cara,My job.
frank,You all read the same newspaper.
ackerman,It's a good paper. And sold throughout the world. Makes the classified ads especially useful...
frank,I look forward to meeting him.
ackerman,So do I.
agent," You'll have to turn around, sir. There's been a chemical spill in this area--"
frank, Who's that?
ackerman,What happened? Get it back on line!
jones,Was that Pearce?
goyal,How did he know there would be a camera?
jones,He's taking out the entire surveillance system--
ackerman,Stop him.
technician,I can't! He's cutting the feed at the source.
jean luc,How can one man move through the house that fast?
goyal, What should we do?
ackerman,Shut up!    Everyone.
demidov,"Sorry to disappoint you, my dear."
jones, Who is that?
jean luc,The accent is Russ--
ackerman,Shh!  It's Ivan Demidov.
jones, Not possible.
demidov,"You're waiting for someone, Ms. Mason?"
goyal, What are we going to do?
ackerman,We're going to wait for Alexander Pearce. Just like them.
sniper, She's brought them to the window...
demidov,Not very polite of your boyfriend to keep you waiting.
cara,He loses track of time easily.
demidov,I have a hard time believing that.  Perhaps he's already here somewhere... hiding... even watching us.
goyal,Sir?
ackerman,Demidov's right. He's here somewhere...
jean luc,We have to do something--
ackerman,We have to wait.
jean luc,Yes but--
ackerman, She's my agent. She's my responsibility.
jones,What if he doesn't come?
goyal,Where's Taylor?
demidov, Good news. He loves you.
cara,That's not Alexander Pearce.
demidov,"You know, Mr. Pearce, I thought I was finished with this sort of thing. But in your case, I've been forced to make an exception."
cara,He is NOT Alexander Pearce!
frank,Nothing to be sorry for.
demidov,Good bye Mr. Pearce.
cara,Ackerman!
ackerman,Do it.
frank,Are you all right?
cara,I did well to choose you on the train...
frank,You didn't get to arrest Alexander Pearce...
cara,He never showed up.
frank, You're wrong. I'm here.
cara,Why?
frank,"You said I'd told so many lies, you wouldn't believe me even if I did tell the truth... This was the only way to convince you.  The truth is that I love you. All that matters is that you believe me."
ackerman,Cara... I want the paramedics to make sure you're all right--
cara,No we won't. There's nothing to talk about. I don't work for you anymore.
ackerman,Mr.   Taylor...   you're free to go.
frank," It seems you did, Mr. Ackerman."
goyal,Sir... over here. Take a look at this!
ackerman,He was here.
goyal,Account numbers... access codes... unless I'm mistaken... he left the money behind.
jean luc,A mistake perhaps?
jones,How much is there?
goyal,Looks like 744 million.
jones,That's no mistake...  That's his tax bill.
ackerman,"Oh but I did get my man, Ms. Jones."
jones,There's something I don't understand... how did Pearce manage to get here and open that safe without anybody noticing? And where did he go?
ackerman,Because Pearce was cleverer than all of us.
the englishman,$20 million dollars worth of surgery and that's the face you chose?
frank, It's good to see you too.
cara,You really think they'll just give up?
frank,The Americans have their money.   I left it all for them.
cara,What about Demidov's money?
frank,Well...  You have to save something for your pension.
